,,table 1,,,table 2,,,,,table 3,
,,rule octect,rule number,,ruleoctect parent,rulenumber parent,ruleoctect child,rulenuber child,,rulenumber parent,rulenuber child
,,,,,10100001,161,10110011,179,,161,179
,,,,,10100001,161,10110101,181,,161,181
,,,,,10100001,161,10110111,183,,161,183
,,,,,10100001,161,10111001,185,,161,185
,,,,,10100001,161,10111011,187,,161,187
,,,,,10100001,161,10111101,189,,161,189
,,,,,10100001,161,10111111,191,,161,191
,,,,,10100001,161,11100001,225,,161,225
,,,,,10100001,161,11100011,227,,161,227
,,,,,10100001,161,11100101,229,,161,229
,,,,,10100001,161,11100111,231,,161,231
,,,,,10100001,161,11101001,233,,161,233
,,,,,10100001,161,11101011,235,,161,235
,,,,,10100001,161,11101101,237,,161,237
,,,,,10100001,161,11101111,239,,161,239
,,,,,10100001,161,11110001,241,,161,241
,,,,,10100001,161,11110011,243,,161,243
,,,,,10100001,161,11110101,245,,161,245
,,,,,10100001,161,11110111,247,,161,247
,,,,,10100001,161,11111001,249,,161,249
,,,,,10100001,161,11111011,251,,161,251
,,,,,10100001,161,11111101,253,,161,253
,,,,,10100001,161,11111111,255,,161,255
,,,,,10100010,162,10100010,162,,162,162
,,,,,10100010,162,10100011,163,,162,163
,,,,,10100010,162,10100110,166,,162,166
,,,,,10100010,162,10100111,167,,162,167
,,,,,10100010,162,10101010,170,,162,170
,,,,,10100010,162,10101011,171,,162,171
,,,,,10100010,162,10101110,174,,162,174
,,,,,10100010,162,10101111,175,,162,175
,,,,,10100010,162,10110010,178,,162,178
,,,,,10100010,162,10110011,179,,162,179
,,,,,10100010,162,10110110,182,,162,182
,,,,,10100010,162,10110111,183,,162,183
,,,,,10100010,162,10111010,186,,162,186
,,,,,10100010,162,10111011,187,,162,187
,,,,,10100010,162,10111110,190,,162,190
,,,,,10100010,162,10111111,191,,162,191
,,,,,10100010,162,11100010,226,,162,226
,,,,,10100010,162,11100011,227,,162,227
,,,,,10100010,162,11100110,230,,162,230
,,,,,10100010,162,11100111,231,,162,231
,,,,,10100010,162,11101010,234,,162,234
,,,,,10100010,162,11101011,235,,162,235
,,,,,10100010,162,11101110,238,,162,238
,,,,,10100010,162,11101111,239,,162,239
,,,,,10100010,162,11110010,242,,162,242
,,,,,10100010,162,11110011,243,,162,243
,,,,,10100010,162,11110110,246,,162,246
,,,,,10100010,162,11110111,247,,162,247
,,,,,10100010,162,11111010,250,,162,250
,,,,,10100010,162,11111011,251,,162,251
,,,,,10100010,162,11111110,254,,162,254
,,,,,10100010,162,11111111,255,,162,255
,,,,,10100011,163,10100011,163,,163,163
,,,,,10100011,163,10100111,167,,163,167
,,,,,10100011,163,10101011,171,,163,171
,,,,,10100011,163,10101111,175,,163,175
,,,,,10100011,163,10110011,179,,163,179
,,,,,10100011,163,10110111,183,,163,183
,,,,,10100011,163,10111011,187,,163,187
,,,,,10100011,163,10111111,191,,163,191
,,,,,10100011,163,11100011,227,,163,227
,,,,,10100011,163,11100111,231,,163,231
,,,,,10100011,163,11101011,235,,163,235
,,,,,10100011,163,11101111,239,,163,239
,,,,,10100011,163,11110011,243,,163,243
,,,,,10100011,163,11110111,247,,163,247
,,,,,10100011,163,11111011,251,,163,251
,,,,,10100011,163,11111111,255,,163,255
,,,,,10100100,164,10100100,164,,164,164
,,,,,10100100,164,10100101,165,,164,165
,,,,,10100100,164,10100110,166,,164,166
,,,,,10100100,164,10100111,167,,164,167
,,,,,10100100,164,10101100,172,,164,172
,,,,,10100100,164,10101101,173,,164,173
,,,,,10100100,164,10101110,174,,164,174
,,,,,10100100,164,10101111,175,,164,175
,,,,,10100100,164,10110100,180,,164,180
,,,,,10100100,164,10110101,181,,164,181
,,,,,10100100,164,10110110,182,,164,182
,,,,,10100100,164,10110111,183,,164,183
,,,,,10100100,164,10111100,188,,164,188
,,,,,10100100,164,10111101,189,,164,189
,,,,,10100100,164,10111110,190,,164,190
,,,,,10100100,164,10111111,191,,164,191
,,,,,10100100,164,11100100,228,,164,228
,,,,,10100100,164,11100101,229,,164,229
,,,,,10100100,164,11100110,230,,164,230
,,,,,10100100,164,11100111,231,,164,231
,,,,,10100100,164,11101100,236,,164,236
,,,,,10100100,164,11101101,237,,164,237
,,,,,10100100,164,11101110,238,,164,238
,,,,,10100100,164,11101111,239,,164,239
,,,,,10100100,164,11110100,244,,164,244
,,,,,10100100,164,11110101,245,,164,245
,,,,,10100100,164,11110110,246,,164,246
,,,,,10100100,164,11110111,247,,164,247
,,,,,10100100,164,11111100,252,,164,252
,,,,,10100100,164,11111101,253,,164,253
,,,,,10100100,164,11111110,254,,164,254
,,,,,10100100,164,11111111,255,,164,255
,,,,,10100101,165,10100101,165,,165,165
,,,,,10100101,165,10100111,167,,165,167
,,,,,10100101,165,10101101,173,,165,173
,,,,,10100101,165,10101111,175,,165,175
,,,,,10100101,165,10110101,181,,165,181
,,,,,10100101,165,10110111,183,,165,183
,,,,,10100101,165,10111101,189,,165,189
,,,,,10100101,165,10111111,191,,165,191
,,,,,10100101,165,11100101,229,,165,229
,,,,,10100101,165,11100111,231,,165,231
,,,,,10100101,165,11101101,237,,165,237
,,,,,10100101,165,11101111,239,,165,239
,,,,,10100101,165,11110101,245,,165,245
,,,,,10100101,165,11110111,247,,165,247
,,,,,10100101,165,11111101,253,,165,253
,,,,,10100101,165,11111111,255,,165,255
,,,,,10100110,166,10100110,166,,166,166
,,,,,10100110,166,10100111,167,,166,167
,,,,,10100110,166,10101110,174,,166,174
,,,,,10100110,166,10101111,175,,166,175
,,,,,10100110,166,10110110,182,,166,182
,,,,,10100110,166,10110111,183,,166,183
,,,,,10100110,166,10111110,190,,166,190
,,,,,10100110,166,10111111,191,,166,191
,,,,,10100110,166,11100110,230,,166,230
,,,,,10100110,166,11100111,231,,166,231
,,,,,10100110,166,11101110,238,,166,238
,,,,,10100110,166,11101111,239,,166,239
,,,,,10100110,166,11110110,246,,166,246
,,,,,10100110,166,11110111,247,,166,247
,,,,,10100110,166,11111110,254,,166,254
,,,,,10100110,166,11111111,255,,166,255
,,,,,10100111,167,10100111,167,,167,167
,,,,,10100111,167,10101111,175,,167,175
,,,,,10100111,167,10110111,183,,167,183
,,,,,10100111,167,10111111,191,,167,191
,,,,,10100111,167,11100111,231,,167,231
,,,,,10100111,167,11101111,239,,167,239
,,,,,10100111,167,11110111,247,,167,247
,,,,,10100111,167,11111111,255,,167,255
,,,,,10101000,168,10101000,168,,168,168
,,,,,10101000,168,10101001,169,,168,169
,,,,,10101000,168,10101010,170,,168,170
,,,,,10101000,168,10101011,171,,168,171
,,,,,10101000,168,10101100,172,,168,172
,,,,,10101000,168,10101101,173,,168,173
,,,,,10101000,168,10101110,174,,168,174
,,,,,10101000,168,10101111,175,,168,175
,,,,,10101000,168,10111000,184,,168,184
,,,,,10101000,168,10111001,185,,168,185
,,,,,10101000,168,10111010,186,,168,186
,,,,,10101000,168,10111011,187,,168,187
,,,,,10101000,168,10111100,188,,168,188
,,,,,10101000,168,10111101,189,,168,189
,,,,,10101000,168,10111110,190,,168,190
,,,,,10101000,168,10111111,191,,168,191
,,,,,10101000,168,11101000,232,,168,232
,,,,,10101000,168,11101001,233,,168,233
,,,,,10101000,168,11101010,234,,168,234
,,,,,10101000,168,11101011,235,,168,235
,,,,,10101000,168,11101100,236,,168,236
,,,,,10101000,168,11101101,237,,168,237
,,,,,10101000,168,11101110,238,,168,238
,,,,,10101000,168,11101111,239,,168,239
,,,,,10101000,168,11111000,248,,168,248
,,,,,10101000,168,11111001,249,,168,249
,,,,,10101000,168,11111010,250,,168,250
,,,,,10101000,168,11111011,251,,168,251
,,,,,10101000,168,11111100,252,,168,252
,,,,,10101000,168,11111101,253,,168,253
,,,,,10101000,168,11111110,254,,168,254
,,,,,10101000,168,11111111,255,,168,255
,,,,,10101001,169,10101001,169,,169,169
,,,,,10101001,169,10101011,171,,169,171
,,,,,10101001,169,10101101,173,,169,173
,,,,,10101001,169,10101111,175,,169,175
,,,,,10101001,169,10111001,185,,169,185
,,,,,10101001,169,10111011,187,,169,187
,,,,,10101001,169,10111101,189,,169,189
,,,,,10101001,169,10111111,191,,169,191
,,,,,10101001,169,11101001,233,,169,233
,,,,,10101001,169,11101011,235,,169,235
,,,,,10101001,169,11101101,237,,169,237
,,,,,10101001,169,11101111,239,,169,239
,,,,,10101001,169,11111001,249,,169,249
,,,,,10101001,169,11111011,251,,169,251
,,,,,10101001,169,11111101,253,,169,253
,,,,,10101001,169,11111111,255,,169,255
,,,,,10101010,170,10101010,170,,170,170
,,,,,10101010,170,10101011,171,,170,171
,,,,,10101010,170,10101110,174,,170,174
,,,,,10101010,170,10101111,175,,170,175
,,,,,10101010,170,10111010,186,,170,186
,,,,,10101010,170,10111011,187,,170,187
,,,,,10101010,170,10111110,190,,170,190
,,,,,10101010,170,10111111,191,,170,191
,,,,,10101010,170,11101010,234,,170,234
,,,,,10101010,170,11101011,235,,170,235
,,,,,10101010,170,11101110,238,,170,238
,,,,,10101010,170,11101111,239,,170,239
,,,,,10101010,170,11111010,250,,170,250
,,,,,10101010,170,11111011,251,,170,251
,,,,,10101010,170,11111110,254,,170,254
,,,,,10101010,170,11111111,255,,170,255
,,,,,10101011,171,10101011,171,,171,171
,,,,,10101011,171,10101111,175,,171,175
,,,,,10101011,171,10111011,187,,171,187
,,,,,10101011,171,10111111,191,,171,191
,,,,,10101011,171,11101011,235,,171,235
,,,,,10101011,171,11101111,239,,171,239
,,,,,10101011,171,11111011,251,,171,251
,,,,,10101011,171,11111111,255,,171,255
,,,,,10101100,172,10101100,172,,172,172
,,,,,10101100,172,10101101,173,,172,173
,,,,,10101100,172,10101110,174,,172,174
,,,,,10101100,172,10101111,175,,172,175
,,,,,10101100,172,10111100,188,,172,188
,,,,,10101100,172,10111101,189,,172,189
,,,,,10101100,172,10111110,190,,172,190
,,,,,10101100,172,10111111,191,,172,191
,,,,,10101100,172,11101100,236,,172,236
,,,,,10101100,172,11101101,237,,172,237
,,,,,10101100,172,11101110,238,,172,238
,,,,,10101100,172,11101111,239,,172,239
,,,,,10101100,172,11111100,252,,172,252
,,,,,10101100,172,11111101,253,,172,253
,,,,,10101100,172,11111110,254,,172,254
,,,,,10101100,172,11111111,255,,172,255
,,,,,10101101,173,10101101,173,,173,173
,,,,,10101101,173,10101111,175,,173,175
,,,,,10101101,173,10111101,189,,173,189
,,,,,10101101,173,10111111,191,,173,191
,,,,,10101101,173,11101101,237,,173,237
,,,,,10101101,173,11101111,239,,173,239
,,,,,10101101,173,11111101,253,,173,253
,,,,,10101101,173,11111111,255,,173,255
,,,,,10101110,174,10101110,174,,174,174
,,,,,10101110,174,10101111,175,,174,175
,,,,,10101110,174,10111110,190,,174,190
,,,,,10101110,174,10111111,191,,174,191
,,,,,10101110,174,11101110,238,,174,238
,,,,,10101110,174,11101111,239,,174,239
,,,,,10101110,174,11111110,254,,174,254
,,,,,10101110,174,11111111,255,,174,255
,,,,,10101111,175,10101111,175,,175,175
,,,,,10101111,175,10111111,191,,175,191
,,,,,10101111,175,11101111,239,,175,239
,,,,,10101111,175,11111111,255,,175,255
,,,,,10110000,176,10110000,176,,176,176
,,,,,10110000,176,10110001,177,,176,177
,,,,,10110000,176,10110010,178,,176,178
,,,,,10110000,176,10110011,179,,176,179
,,,,,10110000,176,10110100,180,,176,180
,,,,,10110000,176,10110101,181,,176,181
,,,,,10110000,176,10110110,182,,176,182
,,,,,10110000,176,10110111,183,,176,183
,,,,,10110000,176,10111000,184,,176,184
,,,,,10110000,176,10111001,185,,176,185
,,,,,10110000,176,10111010,186,,176,186
,,,,,10110000,176,10111011,187,,176,187
,,,,,10110000,176,10111100,188,,176,188
,,,,,10110000,176,10111101,189,,176,189
,,,,,10110000,176,10111110,190,,176,190
,,,,,10110000,176,10111111,191,,176,191
,,,,,10110000,176,11110000,240,,176,240
,,,,,10110000,176,11110001,241,,176,241
,,,,,10110000,176,11110010,242,,176,242
,,,,,10110000,176,11110011,243,,176,243
,,,,,10110000,176,11110100,244,,176,244
,,,,,10110000,176,11110101,245,,176,245
,,,,,10110000,176,11110110,246,,176,246
,,,,,10110000,176,11110111,247,,176,247
,,,,,10110000,176,11111000,248,,176,248
,,,,,10110000,176,11111001,249,,176,249
,,,,,10110000,176,11111010,250,,176,250
,,,,,10110000,176,11111011,251,,176,251
,,,,,10110000,176,11111100,252,,176,252
,,,,,10110000,176,11111101,253,,176,253
,,,,,10110000,176,11111110,254,,176,254
,,,,,10110000,176,11111111,255,,176,255
,,,,,10110001,177,10110001,177,,177,177
,,,,,10110001,177,10110011,179,,177,179
,,,,,10110001,177,10110101,181,,177,181
,,,,,10110001,177,10110111,183,,177,183
,,,,,10110001,177,10111001,185,,177,185
,,,,,10110001,177,10111011,187,,177,187
,,,,,10110001,177,10111101,189,,177,189
,,,,,10110001,177,10111111,191,,177,191
,,,,,10110001,177,11110001,241,,177,241
,,,,,10110001,177,11110011,243,,177,243
,,,,,10110001,177,11110101,245,,177,245
,,,,,10110001,177,11110111,247,,177,247
,,,,,10110001,177,11111001,249,,177,249
,,,,,10110001,177,11111011,251,,177,251
,,,,,10110001,177,11111101,253,,177,253
,,,,,10110001,177,11111111,255,,177,255
,,,,,10110010,178,10110010,178,,178,178
,,,,,10110010,178,10110011,179,,178,179
,,,,,10110010,178,10110110,182,,178,182
,,,,,10110010,178,10110111,183,,178,183
,,,,,10110010,178,10111010,186,,178,186
,,,,,10110010,178,10111011,187,,178,187
,,,,,10110010,178,10111110,190,,178,190
,,,,,10110010,178,10111111,191,,178,191
,,,,,10110010,178,11110010,242,,178,242
,,,,,10110010,178,11110011,243,,178,243
,,,,,10110010,178,11110110,246,,178,246
,,,,,10110010,178,11110111,247,,178,247
,,,,,10110010,178,11111010,250,,178,250
,,,,,10110010,178,11111011,251,,178,251
,,,,,10110010,178,11111110,254,,178,254
,,,,,10110010,178,11111111,255,,178,255
,,,,,10110011,179,10110011,179,,179,179
,,,,,10110011,179,10110111,183,,179,183
,,,,,10110011,179,10111011,187,,179,187
,,,,,10110011,179,10111111,191,,179,191
,,,,,10110011,179,11110011,243,,179,243
,,,,,10110011,179,11110111,247,,179,247
,,,,,10110011,179,11111011,251,,179,251
,,,,,10110011,179,11111111,255,,179,255
,,,,,10110100,180,10110100,180,,180,180
,,,,,10110100,180,10110101,181,,180,181
,,,,,10110100,180,10110110,182,,180,182
,,,,,10110100,180,10110111,183,,180,183
,,,,,10110100,180,10111100,188,,180,188
,,,,,10110100,180,10111101,189,,180,189
,,,,,10110100,180,10111110,190,,180,190
,,,,,10110100,180,10111111,191,,180,191
,,,,,10110100,180,11110100,244,,180,244
,,,,,10110100,180,11110101,245,,180,245
,,,,,10110100,180,11110110,246,,180,246
,,,,,10110100,180,11110111,247,,180,247
,,,,,10110100,180,11111100,252,,180,252
,,,,,10110100,180,11111101,253,,180,253
,,,,,10110100,180,11111110,254,,180,254
,,,,,10110100,180,11111111,255,,180,255
,,,,,10110101,181,10110101,181,,181,181
,,,,,10110101,181,10110111,183,,181,183
,,,,,10110101,181,10111101,189,,181,189
,,,,,10110101,181,10111111,191,,181,191
,,,,,10110101,181,11110101,245,,181,245
,,,,,10110101,181,11110111,247,,181,247
,,,,,10110101,181,11111101,253,,181,253
,,,,,10110101,181,11111111,255,,181,255
,,,,,10110110,182,10110110,182,,182,182
,,,,,10110110,182,10110111,183,,182,183
,,,,,10110110,182,10111110,190,,182,190
,,,,,10110110,182,10111111,191,,182,191
,,,,,10110110,182,11110110,246,,182,246
,,,,,10110110,182,11110111,247,,182,247
,,,,,10110110,182,11111110,254,,182,254
,,,,,10110110,182,11111111,255,,182,255
,,,,,10110111,183,10110111,183,,183,183
,,,,,10110111,183,10111111,191,,183,191
,,,,,10110111,183,11110111,247,,183,247
,,,,,10110111,183,11111111,255,,183,255
,,,,,10111000,184,10111000,184,,184,184
,,,,,10111000,184,10111001,185,,184,185
,,,,,10111000,184,10111010,186,,184,186
,,,,,10111000,184,10111011,187,,184,187
,,,,,10111000,184,10111100,188,,184,188
,,,,,10111000,184,10111101,189,,184,189
,,,,,10111000,184,10111110,190,,184,190
,,,,,10111000,184,10111111,191,,184,191
,,,,,10111000,184,11111000,248,,184,248
,,,,,10111000,184,11111001,249,,184,249
,,,,,10111000,184,11111010,250,,184,250
,,,,,10111000,184,11111011,251,,184,251
,,,,,10111000,184,11111100,252,,184,252
,,,,,10111000,184,11111101,253,,184,253
,,,,,10111000,184,11111110,254,,184,254
,,,,,10111000,184,11111111,255,,184,255
,,,,,10111001,185,10111001,185,,185,185
,,,,,10111001,185,10111011,187,,185,187
,,,,,10111001,185,10111101,189,,185,189
,,,,,10111001,185,10111111,191,,185,191
,,,,,10111001,185,11111001,249,,185,249
,,,,,10111001,185,11111011,251,,185,251
,,,,,10111001,185,11111101,253,,185,253
,,,,,10111001,185,11111111,255,,185,255
,,,,,10111010,186,10111010,186,,186,186
,,,,,10111010,186,10111011,187,,186,187
,,,,,10111010,186,10111110,190,,186,190
,,,,,10111010,186,10111111,191,,186,191
,,,,,10111010,186,11111010,250,,186,250
,,,,,10111010,186,11111011,251,,186,251
,,,,,10111010,186,11111110,254,,186,254
,,,,,10111010,186,11111111,255,,186,255
,,,,,10111011,187,10111011,187,,187,187
,,,,,10111011,187,10111111,191,,187,191
,,,,,10111011,187,11111011,251,,187,251
,,,,,10111011,187,11111111,255,,187,255
,,,,,10111100,188,10111100,188,,188,188
,,,,,10111100,188,10111101,189,,188,189
,,,,,10111100,188,10111110,190,,188,190
,,,,,10111100,188,10111111,191,,188,191
,,,,,10111100,188,11111100,252,,188,252
,,,,,10111100,188,11111101,253,,188,253
,,,,,10111100,188,11111110,254,,188,254
,,,,,10111100,188,11111111,255,,188,255
,,,,,10111101,189,10111101,189,,189,189
,,,,,10111101,189,10111111,191,,189,191
,,,,,10111101,189,11111101,253,,189,253
,,,,,10111101,189,11111111,255,,189,255
,,,,,10111110,190,10111110,190,,190,190
,,,,,10111110,190,10111111,191,,190,191
,,,,,10111110,190,11111110,254,,190,254
,,,,,10111110,190,11111111,255,,190,255
,,,,,10111111,191,10111111,191,,191,191
,,,,,10111111,191,11111111,255,,191,255
,,,,,11000000,192,11000000,192,,192,192
,,,,,11000000,192,11000001,193,,192,193
,,,,,11000000,192,11000010,194,,192,194
,,,,,11000000,192,11000011,195,,192,195
,,,,,11000000,192,11000100,196,,192,196
,,,,,11000000,192,11000101,197,,192,197
,,,,,11000000,192,11000110,198,,192,198
,,,,,11000000,192,11000111,199,,192,199
,,,,,11000000,192,11001000,200,,192,200
,,,,,11000000,192,11001001,201,,192,201
,,,,,11000000,192,11001010,202,,192,202
,,,,,11000000,192,11001011,203,,192,203
,,,,,11000000,192,11001100,204,,192,204
,,,,,11000000,192,11001101,205,,192,205
,,,,,11000000,192,11001110,206,,192,206
,,,,,11000000,192,11001111,207,,192,207
,,,,,11000000,192,11010000,208,,192,208
,,,,,11000000,192,11010001,209,,192,209
,,,,,11000000,192,11010010,210,,192,210
,,,,,11000000,192,11010011,211,,192,211
,,,,,11000000,192,11010100,212,,192,212
,,,,,11000000,192,11010101,213,,192,213
,,,,,11000000,192,11010110,214,,192,214
,,,,,11000000,192,11010111,215,,192,215
,,,,,11000000,192,11011000,216,,192,216
,,,,,11000000,192,11011001,217,,192,217
,,,,,11000000,192,11011010,218,,192,218
,,,,,11000000,192,11011011,219,,192,219
,,,,,11000000,192,11011100,220,,192,220
,,,,,11000000,192,11011101,221,,192,221
,,,,,11000000,192,11011110,222,,192,222
,,,,,11000000,192,11011111,223,,192,223
,,,,,11000000,192,11100000,224,,192,224
,,,,,11000000,192,11100001,225,,192,225
,,,,,11000000,192,11100010,226,,192,226
,,,,,11000000,192,11100011,227,,192,227
,,,,,11000000,192,11100100,228,,192,228
,,,,,11000000,192,11100101,229,,192,229
,,,,,11000000,192,11100110,230,,192,230
,,,,,11000000,192,11100111,231,,192,231
,,,,,11000000,192,11101000,232,,192,232
,,,,,11000000,192,11101001,233,,192,233
,,,,,11000000,192,11101010,234,,192,234
,,,,,11000000,192,11101011,235,,192,235
,,,,,11000000,192,11101100,236,,192,236
,,,,,11000000,192,11101101,237,,192,237
,,,,,11000000,192,11101110,238,,192,238
,,,,,11000000,192,11101111,239,,192,239
,,,,,11000000,192,11110000,240,,192,240
,,,,,11000000,192,11110001,241,,192,241
,,,,,11000000,192,11110010,242,,192,242
,,,,,11000000,192,11110011,243,,192,243
,,,,,11000000,192,11110100,244,,192,244
,,,,,11000000,192,11110101,245,,192,245
,,,,,11000000,192,11110110,246,,192,246
,,,,,11000000,192,11110111,247,,192,247
,,,,,11000000,192,11111000,248,,192,248
,,,,,11000000,192,11111001,249,,192,249
,,,,,11000000,192,11111010,250,,192,250
,,,,,11000000,192,11111011,251,,192,251
,,,,,11000000,192,11111100,252,,192,252
,,,,,11000000,192,11111101,253,,192,253
,,,,,11000000,192,11111110,254,,192,254
,,,,,11000000,192,11111111,255,,192,255
,,,,,11000001,193,11000001,193,,193,193
,,,,,11000001,193,11000011,195,,193,195
,,,,,11000001,193,11000101,197,,193,197
,,,,,11000001,193,11000111,199,,193,199
,,,,,11000001,193,11001001,201,,193,201
,,,,,11000001,193,11001011,203,,193,203
,,,,,11000001,193,11001101,205,,193,205
,,,,,11000001,193,11001111,207,,193,207
,,,,,11000001,193,11010001,209,,193,209
,,,,,11000001,193,11010011,211,,193,211
,,,,,11000001,193,11010101,213,,193,213
,,,,,11000001,193,11010111,215,,193,215
,,,,,11000001,193,11011001,217,,193,217
,,,,,11000001,193,11011011,219,,193,219
,,,,,11000001,193,11011101,221,,193,221
,,,,,11000001,193,11011111,223,,193,223
,,,,,11000001,193,11100001,225,,193,225
,,,,,11000001,193,11100011,227,,193,227
,,,,,11000001,193,11100101,229,,193,229
,,,,,11000001,193,11100111,231,,193,231
,,,,,11000001,193,11101001,233,,193,233
,,,,,11000001,193,11101011,235,,193,235
,,,,,11000001,193,11101101,237,,193,237
,,,,,11000001,193,11101111,239,,193,239
,,,,,11000001,193,11110001,241,,193,241
,,,,,11000001,193,11110011,243,,193,243
,,,,,11000001,193,11110101,245,,193,245
,,,,,11000001,193,11110111,247,,193,247
,,,,,11000001,193,11111001,249,,193,249
,,,,,11000001,193,11111011,251,,193,251
,,,,,11000001,193,11111101,253,,193,253
,,,,,11000001,193,11111111,255,,193,255
,,,,,11000010,194,11000010,194,,194,194
,,,,,11000010,194,11000011,195,,194,195
,,,,,11000010,194,11000110,198,,194,198
,,,,,11000010,194,11000111,199,,194,199
,,,,,11000010,194,11001010,202,,194,202
,,,,,11000010,194,11001011,203,,194,203
,,,,,11000010,194,11001110,206,,194,206
,,,,,11000010,194,11001111,207,,194,207
,,,,,11000010,194,11010010,210,,194,210
,,,,,11000010,194,11010011,211,,194,211
,,,,,11000010,194,11010110,214,,194,214
,,,,,11000010,194,11010111,215,,194,215
,,,,,11000010,194,11011010,218,,194,218
,,,,,11000010,194,11011011,219,,194,219
,,,,,11000010,194,11011110,222,,194,222
,,,,,11000010,194,11011111,223,,194,223
,,,,,11000010,194,11100010,226,,194,226
,,,,,11000010,194,11100011,227,,194,227
,,,,,11000010,194,11100110,230,,194,230
,,,,,11000010,194,11100111,231,,194,231
,,,,,11000010,194,11101010,234,,194,234
,,,,,11000010,194,11101011,235,,194,235
,,,,,11000010,194,11101110,238,,194,238
,,,,,11000010,194,11101111,239,,194,239
,,,,,11000010,194,11110010,242,,194,242
,,,,,11000010,194,11110011,243,,194,243
,,,,,11000010,194,11110110,246,,194,246
,,,,,11000010,194,11110111,247,,194,247
,,,,,11000010,194,11111010,250,,194,250
,,,,,11000010,194,11111011,251,,194,251
,,,,,11000010,194,11111110,254,,194,254
,,,,,11000010,194,11111111,255,,194,255
,,,,,11000011,195,11000011,195,,195,195
,,,,,11000011,195,11000111,199,,195,199
,,,,,11000011,195,11001011,203,,195,203
,,,,,11000011,195,11001111,207,,195,207
,,,,,11000011,195,11010011,211,,195,211
,,,,,11000011,195,11010111,215,,195,215
,,,,,11000011,195,11011011,219,,195,219
,,,,,11000011,195,11011111,223,,195,223
,,,,,11000011,195,11100011,227,,195,227
,,,,,11000011,195,11100111,231,,195,231
,,,,,11000011,195,11101011,235,,195,235
,,,,,11000011,195,11101111,239,,195,239
,,,,,11000011,195,11110011,243,,195,243
,,,,,11000011,195,11110111,247,,195,247
,,,,,11000011,195,11111011,251,,195,251
,,,,,11000011,195,11111111,255,,195,255
,,,,,11000100,196,11000100,196,,196,196
,,,,,11000100,196,11000101,197,,196,197
,,,,,11000100,196,11000110,198,,196,198
,,,,,11000100,196,11000111,199,,196,199
,,,,,11000100,196,11001100,204,,196,204
,,,,,11000100,196,11001101,205,,196,205
,,,,,11000100,196,11001110,206,,196,206
,,,,,11000100,196,11001111,207,,196,207
,,,,,11000100,196,11010100,212,,196,212
,,,,,11000100,196,11010101,213,,196,213
,,,,,11000100,196,11010110,214,,196,214
,,,,,11000100,196,11010111,215,,196,215
,,,,,11000100,196,11011100,220,,196,220
,,,,,11000100,196,11011101,221,,196,221
,,,,,11000100,196,11011110,222,,196,222
,,,,,11000100,196,11011111,223,,196,223
,,,,,11000100,196,11100100,228,,196,228
,,,,,11000100,196,11100101,229,,196,229
,,,,,11000100,196,11100110,230,,196,230
,,,,,11000100,196,11100111,231,,196,231
,,,,,11000100,196,11101100,236,,196,236
,,,,,11000100,196,11101101,237,,196,237
,,,,,11000100,196,11101110,238,,196,238
,,,,,11000100,196,11101111,239,,196,239
,,,,,11000100,196,11110100,244,,196,244
,,,,,11000100,196,11110101,245,,196,245
,,,,,11000100,196,11110110,246,,196,246
,,,,,11000100,196,11110111,247,,196,247
,,,,,11000100,196,11111100,252,,196,252
,,,,,11000100,196,11111101,253,,196,253
,,,,,11000100,196,11111110,254,,196,254
,,,,,11000100,196,11111111,255,,196,255
,,,,,11000101,197,11000101,197,,197,197
,,,,,11000101,197,11000111,199,,197,199
,,,,,11000101,197,11001101,205,,197,205
,,,,,11000101,197,11001111,207,,197,207
,,,,,11000101,197,11010101,213,,197,213
,,,,,11000101,197,11010111,215,,197,215
,,,,,11000101,197,11011101,221,,197,221
,,,,,11000101,197,11011111,223,,197,223
,,,,,11000101,197,11100101,229,,197,229
,,,,,11000101,197,11100111,231,,197,231
,,,,,11000101,197,11101101,237,,197,237
,,,,,11000101,197,11101111,239,,197,239
,,,,,11000101,197,11110101,245,,197,245
,,,,,11000101,197,11110111,247,,197,247
,,,,,11000101,197,11111101,253,,197,253
,,,,,11000101,197,11111111,255,,197,255
,,,,,11000110,198,11000110,198,,198,198
,,,,,11000110,198,11000111,199,,198,199
,,,,,11000110,198,11001110,206,,198,206
,,,,,11000110,198,11001111,207,,198,207
,,,,,11000110,198,11010110,214,,198,214
,,,,,11000110,198,11010111,215,,198,215
,,,,,11000110,198,11011110,222,,198,222
,,,,,11000110,198,11011111,223,,198,223
,,,,,11000110,198,11100110,230,,198,230
,,,,,11000110,198,11100111,231,,198,231
,,,,,11000110,198,11101110,238,,198,238
,,,,,11000110,198,11101111,239,,198,239
,,,,,11000110,198,11110110,246,,198,246
,,,,,11000110,198,11110111,247,,198,247
,,,,,11000110,198,11111110,254,,198,254
,,,,,11000110,198,11111111,255,,198,255
,,,,,11000111,199,11000111,199,,199,199
,,,,,11000111,199,11001111,207,,199,207
,,,,,11000111,199,11010111,215,,199,215
,,,,,11000111,199,11011111,223,,199,223
,,,,,11000111,199,11100111,231,,199,231
,,,,,11000111,199,11101111,239,,199,239
,,,,,11000111,199,11110111,247,,199,247
,,,,,11000111,199,11111111,255,,199,255
,,,,,11001000,200,11001000,200,,200,200
,,,,,11001000,200,11001001,201,,200,201
,,,,,11001000,200,11001010,202,,200,202
